gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds
4220805209,0,20878,2384,43,8.6,258,57,0,5,24,5,32,2,0,0,0,0,0,0,0,0,0,0,1,32863,4358,49,9.8,328,69,0,24,5,24,44,4,1,0,4,1,1,2,0,1,1,1
4220669757,0,19886,2036,39,7.8,265,61,0,3,18,2,31,3,0,0,0,0,0,0,0,0,0,0,1,31535,7005,49,9.8,352,104,0,18,3,18,25,5,1,0,2,0,1,1,0,1,1,0
4220563075,0,27100,3185,48,9.6,317,81,0,12,9,10,178,6,1,0,2,0,1,1,0,0,0,1,1,26553,5433,47,9.4,357,68,0,9,12,12,24,7,0,0,2,1,0,1,0,1,1,0
4220023730,0,28528,2457,50,10,369,79,0,14,15,19,37,12,0,0,1,0,1,0,0,0,0,1,1,30586,3621,49,9.8,370,107,0,15,14,18,49,18,1,0,3,1,0,2,0,1,1,0
4219615194,1,33452,7392,45,9,334,71,0,23,4,37,33,2,1,1,8,5,2,1,1,1,1,1,0,16983,388,31,6.2,173,46,0,4,23,3,17,4,0,0,0,0,0,0,0,0,0,0
4218006505,1,30211,5326,49,9.8,385,73,0,16,5,20,25,8,0,0,3,1,1,1,0,1,2,1,0,24646,1341,45,9,356,84,0,5,16,6,25,11,1,0,1,0,1,0,0,0,0,0
4215777383,0,25103,3328,48,9.6,363,64,0,11,6,11,42,6,0,0,0,0,0,0,0,0,0,0,1,24739,1569,46,9.2,380,90,0,6,11,1,21,5,1,0,1,1,0,0,0,0,0,1
4215649871,0,26531,3381,46,9.2,236,49,0,20,16,25,30,4,0,0,0,0,0,0,0,1,2,1,1,28411,3536,45,9,305,65,0,16,20,15,27,8,1,0,1,0,0,1,0,0,0,0
4215320740,0,22497,2472,43,8.6,323,84,0,6,15,9,23,6,0,0,0,0,0,0,0,0,0,0,1,32477,6082,48,9.6,403,87,0,15,6,24,34,8,1,0,4,2,1,1,0,1,2,1
4214618655,1,5579,3079,13,2.6,62,12,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4879,2579,12,2.4,33,16,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
4214632892,1,29027,5136,50,10,410,86,0,10,5,12,30,8,1,0,1,0,1,0,0,0,1,1,0,23344,3089,45,9,349,70,0,5,10,5,35,6,0,0,2,1,0,1,0,1,1,0
4213310897,0,26290,4260,45,9,327,81,0,8,15,12,28,9,0,0,0,0,0,0,0,0,0,0,1,30676,3198,45,9,368,78,0,15,8,14,39,5,1,0,4,1,2,1,0,1,2,1
4213097428,0,26833,2928,47,9.4,359,77,0,8,9,7,42,6,0,0,0,0,0,0,0,0,0,0,1,22523,3288,43,8.6,273,56,0,9,8,14,33,4,1,0,3,0,2,1,0,1,1,0
4211519511,0,23401,3066,43,8.6,278,59,0,8,23,7,30,4,0,0,0,0,0,0,0,0,0,1,1,33677,6454,52,10.4,349,82,0,23,8,23,28,8,1,0,4,1,2,1,0,1,2,0
4211545218,0,22891,2411,43,8.6,322,80,0,5,12,2,21,1,0,0,0,0,0,0,0,1,1,0,1,27511,5411,49,9.8,328,101,0,12,5,12,23,5,1,0,1,1,0,0,0,0,1,0
4211439501,0,24922,3712,47,9.4,369,68,0,10,5,6,23,5,0,0,0,0,0,0,0,0,0,0,1,23175,3740,47,9.4,343,82,0,5,10,4,22,7,0,0,0,0,0,0,0,1,1,0
4211453792,0,30935,3055,49,9.8,268,78,0,20,13,26,30,4,1,0,2,1,0,1,0,0,0,1,1,26069,1144,48,9.6,308,93,0,13,20,15,24,7,0,0,0,0,0,0,0,1,1,0
4210537407,0,20620,2465,42,8.4,286,56,0,4,25,7,26,10,0,0,0,0,0,0,0,1,1,0,1,35401,6216,51,10.2,358,129,0,25,4,32,31,8,1,0,5,1,2,2,0,0,1,1
4210455260,0,25602,3029,47,9.4,361,80,0,7,12,7,28,8,1,0,2,2,0,0,0,1,2,1,1,28367,5887,50,10,372,93,0,12,7,12,29,6,0,0,1,0,0,1,0,0,0,0
4209000417,0,23192,2012,44,8.8,268,63,0,8,20,6,39,1,0,0,0,0,0,0,0,0,0,0,1,30425,4225,50,10,353,106,0,20,8,9,20,1,1,0,3,1,1,1,0,1,1,1
4208834238,0,21314,1324,42,8.4,285,65,0,6,22,6,27,7,0,0,0,0,0,0,0,0,0,0,1,33769,5434,52,10.4,348,82,0,22,6,20,34,6,1,0,4,2,1,1,0,1,1,0
4208778248,1,36442,5167,52,10.4,397,92,0,22,8,19,20,2,0,0,5,2,1,2,0,1,2,1,0,20832,2872,37,7.4,211,24,0,8,22,8,23,1,1,1,2,1,1,0,1,0,0,0
4208714568,1,33482,3419,50,10,350,76,0,30,4,29,22,5,0,0,3,0,1,2,0,0,1,1,0,19670,1540,40,8,222,60,0,4,30,7,91,5,1,0,1,1,0,0,0,1,1,0
4208684167,0,28247,2877,46,9.2,270,72,0,15,20,24,32,7,1,0,1,0,1,0,0,1,1,1,1,30560,1340,48,9.6,330,67,0,20,15,21,28,6,0,0,2,1,0,1,0,0,0,0
4206817434,0,26400,2363,48,9.6,345,77,0,11,18,12,48,8,0,0,0,0,0,0,0,0,0,1,1,28393,4358,48,9.6,338,60,0,18,11,18,52,9,1,0,1,0,0,1,0,1,1,0
4206753379,0,23719,3044,45,9,287,78,0,9,17,12,55,8,0,0,0,0,0,0,0,0,0,0,1,27549,4954,47,9.4,328,68,0,17,9,10,67,6,1,0,1,0,0,1,0,1,1,0
4206414326,0,25180,4743,47,9.4,313,75,0,7,17,9,24,7,0,0,1,0,1,0,0,0,0,0,1,31561,1648,49,9.8,373,99,0,17,7,29,39,8,1,0,2,1,0,1,0,1,2,1
4204817901,0,23661,3162,44,8.8,323,81,0,9,16,8,29,11,0,0,0,0,0,0,0,1,2,0,1,28671,4966,48,9.6,324,84,0,16,9,20,33,7,1,0,2,1,1,0,0,0,0,1
4204823994,0,22549,2039,45,9,289,84,0,6,17,5,23,4,0,0,0,0,0,0,0,0,0,0,1,29856,4006,50,10,343,80,0,17,6,13,43,7,1,0,2,0,1,1,0,1,1,1
4204653833,0,26207,3904,47,9.4,349,73,0,13,13,13,32,5,0,0,0,0,0,0,0,1,2,0,1,28606,1648,48,9.6,347,81,0,13,13,16,24,8,1,0,1,0,1,0,0,0,0,0
4233083305,0,26442,3187,46,9.2,357,83,0,10,15,14,30,9,0,0,1,0,1,0,0,0,0,1,1,29357,4024,48,9.6,374,90,0,15,10,16,156,8,1,0,1,0,0,1,0,1,2,0
4231070141,0,27113,3343,48,9.6,363,72,0,12,15,20,29,6,0,0,1,0,0,1,0,0,0,0,1,30283,1983,47,9.4,319,95,0,15,12,25,32,8,1,0,2,1,1,0,0,1,1,1
4229015347,1,49456,5606,75,15,198,0,0,39,27,105,26,0,1,1,2,2,0,0,1,0,0,0,0,45711,2476,70,14,153,0,0,27,39,52,0,0,0,0,0,0,0,0,0,0,0,0
4227131322,0,51516,2378,76,15.2,192,0,0,46,49,101,0,0,0,0,0,0,0,0,0,0,0,0,1,51748,4713,76,15.2,189,0,0,49,46,132,0,0,1,0,3,3,0,0,0,0,0,0
4223965516,1,50137,10537,73,14.6,178,0,0,37,18,87,0,0,0,1,2,2,0,0,1,0,0,0,0,42405,2472,66,13.2,155,0,0,18,37,26,0,0,1,0,2,2,0,0,0,0,0,0
4223829493,1,50375,3320,77,15.4,167,0,0,47,49,115,39,0,0,0,0,0,0,0,0,0,0,0,0,53312,5234,78,15.6,176,0,0,49,47,121,143,1,1,1,4,4,0,0,1,0,0,0
4215533213,0,26889,2652,45,9,362,70,0,8,14,6,29,2,1,0,2,1,1,0,0,0,0,1,1,28160,6765,49,9.8,374,88,0,14,8,17,33,7,0,0,1,0,0,1,0,1,2,0
4213128624,1,25965,1705,46,9.2,391,74,0,7,12,9,31,15,0,0,1,0,1,0,0,0,0,0,0,28504,2374,48,9.6,379,110,0,12,7,11,37,11,1,0,1,1,0,0,0,1,1,1
4212488840,0,24208,2938,46,9.2,396,76,0,8,4,7,87,13,0,0,0,0,0,0,0,1,1,0,1,24755,1690,45,9,418,75,0,4,8,7,64,13,1,0,1,0,0,1,0,0,0,0
4212453586,0,23758,1923,44,8.8,375,73,0,6,11,7,34,5,0,0,0,0,0,0,0,0,1,0,1,28915,1500,48,9.6,409,79,0,11,6,15,29,11,1,0,2,1,0,1,0,1,1,1
4212198402,0,24358,2308,44,8.8,330,77,0,7,19,10,32,11,0,0,0,0,0,0,0,0,0,1,1,31866,2906,48,9.6,372,78,0,19,7,36,34,15,1,0,2,0,1,1,0,1,1,0
4212182849,1,32447,5437,51,10.2,391,85,0,23,6,23,21,9,1,0,3,2,0,1,0,1,1,1,0,23293,1503,44,8.8,308,64,0,6,23,6,30,6,0,0,0,0,0,0,0,0,0,0
4212108662,1,30197,4422,49,9.8,419,70,0,14,9,18,31,9,0,0,1,0,0,1,0,0,1,0,0,25677,1650,44,8.8,357,80,0,9,14,10,26,6,1,0,1,0,1,0,0,1,1,1
4212053970,1,27396,2211,48,9.6,384,86,0,9,2,11,40,15,1,0,2,0,1,1,0,1,2,1,0,22009,2809,44,8.8,384,87,0,2,9,2,48,10,0,0,0,0,0,0,0,0,0,0
4211504339,1,23863,2703,45,9,352,67,0,6,9,8,31,14,0,0,0,0,0,0,0,1,1,0,0,27280,4330,47,9.4,394,89,0,9,6,9,49,8,1,0,1,0,1,0,0,0,0,1
4211485793,1,23881,1981,44,8.8,327,62,0,6,11,5,35,7,1,0,1,0,0,1,0,0,0,1,0,25935,2885,49,9.8,364,84,0,11,6,14,29,13,0,0,0,0,0,0,0,1,1,0
4211211684,0,47213,3933,73,14.6,168,0,0,36,26,96,29,0,1,0,1,1,0,0,0,0,0,0,1,48056,2878,72,14.4,187,0,0,26,36,59,26,0,0,0,2,2,0,0,0,0,0,0
4208395481,1,35124,7249,55,11,109,0,0,31,12,80,0,0,1,1,3,3,0,0,1,0,0,0,0,27615,3615,47,9.4,78,0,0,12,31,23,0,0,0,0,1,1,0,0,0,0,0,0
4206943957,1,53274,6506,77,15.4,181,0,0,46,40,105,0,0,1,1,4,4,0,0,1,0,0,0,0,51166,3598,73,14.6,173,0,0,40,46,106,0,0,0,0,1,1,0,0,0,0,0,0
4206010280,0,48758,6418,70,14,170,0,0,28,25,73,42,0,0,0,2,2,0,0,1,0,0,0,1,45374,2924,69,13.8,168,0,0,25,28,62,0,0,1,1,2,2,0,0,1,0,0,0
4204866698,0,27338,3768,46,9.2,348,70,0,12,13,17,35,12,1,0,1,0,0,1,0,1,1,0,1,27061,2831,46,9.2,379,72,0,13,12,20,32,11,0,0,0,0,0,0,0,0,0,1
4203759282,1,27510,3190,48,9.6,370,62,0,11,12,16,69,10,0,0,1,0,1,0,0,0,0,1,0,28863,2205,48,9.6,370,81,0,12,11,12,64,9,1,0,2,1,0,1,0,1,1,0
4193867307,0,24781,2206,45,9,350,64,0,6,16,7,32,11,0,0,1,0,1,0,0,0,0,1,1,30817,5057,50,10,414,91,0,16,6,18,103,13,1,0,2,1,1,0,0,1,1,0
4190653652,0,24121,3071,46,9.2,360,72,0,8,12,7,36,7,0,0,0,0,0,0,0,1,1,1,1,27872,4857,49,9.8,398,103,0,12,8,19,33,13,0,0,0,0,0,0,0,0,1,0
4183675669,1,24920,3841,44,8.8,335,103,0,7,7,12,30,14,1,0,1,0,0,1,0,1,2,0,0,23595,2875,44,8.8,346,71,0,7,7,8,34,10,0,0,0,0,0,0,0,0,0,1
4183423087,1,29632,4583,48,9.6,348,96,0,17,8,26,49,14,1,0,1,0,1,0,0,1,2,1,0,25313,2348,45,9,316,82,0,8,17,13,34,11,0,0,0,0,0,0,0,0,0,0
4181074232,1,28154,844,47,9.4,323,59,0,17,12,15,28,12,0,0,1,0,1,0,0,1,2,0,0,29032,1977,45,9,333,79,0,12,17,13,37,11,1,0,2,0,0,2,0,0,0,1
4176556677,1,25691,2481,48,9.6,376,107,0,8,9,11,72,10,1,0,1,0,0,1,0,0,0,1,0,26507,2452,47,9.4,415,72,0,9,8,8,71,13,0,0,1,0,1,0,0,1,1,0
4176477250,0,22245,2075,43,8.6,346,59,0,5,12,9,73,10,0,0,0,0,0,0,0,0,0,0,1,28245,5660,47,9.4,343,85,0,12,5,20,32,27,1,0,2,1,1,0,0,1,1,1
4176323194,1,25861,4858,43,8.6,377,67,0,6,12,12,36,11,0,0,2,1,1,0,0,0,0,1,0,26635,1700,46,9.2,329,90,0,12,6,15,30,11,1,0,2,1,0,1,0,1,2,0
4172362870,0,28132,2642,45,9,383,82,0,13,10,12,33,12,0,0,0,0,0,0,0,1,2,0,1,24579,2909,45,9,336,75,0,10,13,10,26,14,1,0,1,0,0,1,0,0,0,1
4172296273,1,27660,5855,46,9.2,365,75,0,12,8,12,28,9,0,0,0,0,0,0,0,1,1,1,0,24775,2485,45,9,353,67,0,8,12,10,35,6,1,0,2,0,1,1,0,0,0,0
4172280626,0,25708,4898,44,8.8,343,42,0,11,20,16,32,10,0,0,0,0,0,0,0,0,0,0,1,34387,6164,49,9.8,384,102,0,20,11,22,29,11,1,0,4,1,2,1,0,1,1,1
4172213720,1,28025,4965,49,9.8,404,83,0,13,8,24,36,14,0,0,0,0,0,0,0,1,2,0,0,25302,1557,45,9,354,88,0,8,13,15,37,10,0,0,0,0,0,0,0,0,0,1
4252369176,1,29435,1685,50,10,347,108,0,16,3,16,96,14,0,0,1,0,0,1,0,1,2,1,0,22526,946,44,8.8,351,70,0,3,16,2,68,10,1,0,1,0,1,0,0,0,0,0
4246291509,1,28686,1731,46,9.2,419,79,0,11,15,15,31,7,0,0,1,0,1,0,0,0,0,0,0,29403,2248,47,9.4,344,87,0,15,11,22,26,13,1,0,1,0,0,1,0,1,1,1
4241718927,1,32086,5416,49,9.8,385,85,0,21,5,26,37,16,0,0,0,0,0,0,0,0,0,0,0,22263,2453,41,8.2,318,65,0,5,21,7,32,12,1,0,2,1,0,1,0,0,0,0
4238634915,1,23578,2713,45,9,376,92,0,5,8,10,35,12,0,0,0,0,0,0,0,0,0,0,0,25814,1649,46,9.2,366,87,0,8,5,11,29,11,1,0,1,0,1,0,0,1,2,1
4230490858,0,24365,3350,39,7.8,182,47,0,16,25,29,27,11,0,0,0,0,0,0,0,0,0,0,1,30544,1714,44,8.8,305,60,0,25,16,30,37,9,1,0,1,0,1,0,0,1,1,1
4203907570,1,20977,3312,34,6.8,216,48,0,10,3,9,15,3,0,0,4,4,0,0,0,1,1,1,0,9985,6060,22,4.4,90,12,0,3,10,0,52,0,1,1,2,1,0,1,1,0,0,0
4251440347,1,33326,5441,52,10.4,128,24,0,20,13,31,17,0,1,1,4,3,1,0,1,0,0,0,0,25619,2469,50,10,103,0,0,13,20,19,9,0,0,0,2,2,0,0,0,0,0,0
4249825942,0,24746,2471,45,9,382,77,0,5,8,9,27,10,0,0,1,0,0,1,0,1,1,0,1,26793,2943,46,9.2,387,82,0,8,5,12,32,11,1,0,1,0,1,0,0,0,0,1
4249791293,1,25534,4749,46,9.2,352,57,0,10,13,17,100,15,0,0,0,0,0,0,0,0,0,0,0,29785,4835,48,9.6,411,96,0,13,10,14,38,10,1,0,4,0,3,1,0,1,1,1
4247270581,0,25404,1819,44,8.8,356,94,0,8,16,17,24,12,0,0,0,0,0,0,0,1,1,0,1,30234,3379,49,9.8,358,69,0,16,8,21,33,4,1,0,2,0,2,0,0,0,0,1
4245889825,1,29114,2266,47,9.4,369,88,0,13,4,19,48,12,1,0,3,1,0,2,0,1,2,1,0,22020,1730,44,8.8,343,84,0,4,13,10,57,11,0,0,0,0,0,0,0,0,0,0
4245915510,0,24586,1406,42,8.4,275,63,0,12,29,15,33,8,0,0,0,0,0,0,0,0,0,0,1,36754,4236,49,9.8,390,74,0,29,12,34,35,13,1,0,4,1,2,1,0,1,1,1
4245603285,0,27166,2771,44,8.8,381,68,0,14,13,19,33,12,0,0,0,0,0,0,0,0,0,0,1,28356,3881,46,9.2,352,71,0,13,14,10,30,15,1,0,1,0,0,1,0,1,2,1
4239379539,0,22546,3041,44,8.8,281,92,0,7,23,7,22,6,0,0,0,0,0,0,0,0,0,0,1,35171,5796,53,10.6,354,103,0,23,7,31,38,7,1,0,3,1,1,1,0,1,1,1
4234134197,0,47910,2935,74,14.8,180,0,0,35,49,81,0,0,0,0,0,0,0,0,0,0,0,0,1,52177,3362,77,15.4,179,0,0,49,35,133,0,0,1,1,2,2,0,0,1,0,0,0
4230403770,0,22604,2487,44,8.8,329,61,0,6,12,10,34,7,0,0,0,0,0,0,0,0,0,0,1,31263,1103,48,9.6,412,74,0,12,6,20,55,9,1,0,4,1,2,1,0,1,1,1
4230268630,0,25713,4210,47,9.4,346,65,0,11,7,14,33,18,0,0,0,0,0,0,0,1,1,0,1,23177,3257,45,9,349,68,0,7,11,6,41,13,0,0,0,0,0,0,0,0,0,1
4226309311,0,26529,1991,45,9,346,76,0,13,6,23,33,24,0,0,0,0,0,0,0,0,0,0,1,24644,3163,43,8.6,326,93,0,6,13,8,79,7,1,0,1,0,0,1,0,1,2,0
4225134831,0,27118,3080,48,9.6,370,62,0,10,14,10,34,7,0,0,1,0,0,1,0,0,0,1,1,29708,2367,48,9.6,384,84,0,14,10,16,42,6,1,0,1,0,1,0,0,1,2,0
4224937422,0,26934,3887,50,10,403,82,0,10,12,12,79,11,1,0,1,0,0,1,0,0,1,0,1,26878,1958,48,9.6,385,85,0,12,10,14,69,10,0,0,0,0,0,0,0,1,1,1
4224728915,1,25721,3863,46,9.2,332,84,0,10,9,12,48,7,0,0,0,0,0,0,0,1,1,0,0,25271,3126,48,9.6,383,87,0,9,10,12,45,10,1,0,1,0,1,0,0,0,1,0
4223718773,0,22987,1622,42,8.4,283,97,0,4,30,4,30,7,0,0,0,0,0,0,0,0,0,0,1,35027,3257,52,10.4,377,80,0,30,4,28,30,10,1,0,4,2,1,1,0,1,1,1
4221555763,1,51624,5566,77,15.4,190,0,0,48,31,114,1,0,1,1,2,2,0,0,1,0,0,0,0,47287,4627,72,14.4,165,0,0,31,48,54,0,0,0,0,1,1,0,0,0,0,0,0
4255892953,1,26467,4942,45,9,356,76,0,10,10,9,61,7,1,0,1,1,0,0,0,0,0,1,0,24912,3072,45,9,313,58,0,10,10,11,72,7,0,0,2,1,0,1,0,0,0,0
4252637899,1,42649,4549,59,11.8,231,56,0,32,7,25,10,3,1,1,8,5,2,1,1,1,1,0,0,21548,4463,46,9.2,89,0,0,7,32,3,47,1,0,0,1,0,0,1,0,0,0,0
4246972078,1,30937,4074,47,9.4,373,79,0,20,13,16,30,17,1,0,1,1,0,0,0,1,1,1,0,27340,5385,46,9.2,334,85,0,13,20,14,35,6,0,0,2,0,1,1,0,0,1,0
4230430598,1,31585,2430,47,9.4,323,102,0,18,15,22,32,15,1,0,2,0,1,1,0,1,1,1,0,29593,5158,46,9.2,357,64,0,15,18,18,38,12,0,0,2,0,1,1,0,0,1,0
4229923243,1,23959,1299,44,8.8,426,76,0,2,1,3,64,15,1,0,1,0,1,0,0,1,1,1,0,22867,1957,44,8.8,432,96,0,1,2,2,65,12,0,0,0,0,0,0,0,0,1,0
4225198464,0,25081,1706,45,9,345,56,0,12,7,9,36,12,0,0,0,0,0,0,0,0,0,0,1,25583,3578,46,9.2,330,94,0,7,12,8,28,13,1,0,1,1,0,0,0,1,1,1
4213037721,0,25719,3594,45,9,327,67,0,12,10,14,72,11,0,0,0,0,0,0,0,0,0,1,1,27428,3908,46,9.2,371,77,0,10,12,12,66,16,1,0,1,0,0,1,0,1,1,0
4212194763,0,24520,1525,46,9.2,300,100,0,8,7,9,32,8,0,0,0,0,0,0,0,0,0,1,1,26165,2740,47,9.4,384,84,0,7,8,7,29,14,1,0,2,0,1,1,0,1,2,0
4212140750,0,23878,3068,43,8.6,325,59,0,8,20,11,35,6,0,0,0,0,0,0,0,1,1,0,1,30825,3455,49,9.8,364,83,0,20,8,24,30,8,1,0,1,0,1,0,0,0,0,1
4211547208,1,28374,3986,47,9.4,367,61,0,16,7,18,41,14,1,0,2,1,0,1,0,1,2,1,0,23800,1615,44,8.8,287,77,0,7,16,12,31,12,0,0,0,0,0,0,0,0,0,0
4211456960,0,28181,5956,49,9.8,361,53,0,16,10,23,23,12,0,0,1,0,0,1,0,1,1,0,1,26176,2171,47,9.4,308,73,0,10,16,9,29,8,1,0,1,0,1,0,0,0,0,1
4210635433,0,24747,1252,46,9.2,380,87,0,7,4,11,43,12,0,0,0,0,0,0,0,0,0,0,1,25085,4570,44,8.8,406,87,0,4,7,8,29,17,1,0,1,0,0,1,0,1,1,1
4208293699,1,26354,2524,46,9.2,317,66,0,12,13,20,36,6,0,0,0,0,0,0,0,0,0,0,0,28645,4797,47,9.4,321,77,0,13,12,18,36,12,1,0,1,0,0,1,0,1,1,1
4208225766,0,25001,3121,46,9.2,342,72,0,8,18,12,31,4,0,0,0,0,0,0,0,1,1,0,1,31182,6159,49,9.8,371,87,0,18,8,21,31,9,1,0,3,1,1,1,0,0,0,1
4207595415,1,31566,4531,49,9.8,327,69,0,24,14,24,28,5,1,0,1,1,0,0,0,0,1,1,0,25423,3468,43,8.6,217,81,0,14,24,20,59,2,0,0,1,1,0,0,0,1,1,0
4207430650,0,25994,3239,46,9.2,378,85,0,9,16,10,31,10,0,0,0,0,0,0,0,0,0,1,1,30153,2260,49,9.8,418,91,0,16,9,17,38,14,1,0,1,0,1,0,0,1,2,0
4207355463,1,27488,5123,48,9.6,390,92,0,11,5,13,42,16,1,0,1,0,1,0,0,1,2,1,0,22553,3313,44,8.8,364,73,0,5,11,4,43,20,0,0,0,0,0,0,0,0,0,0
4195530517,1,26278,4561,45,9,378,90,0,10,13,7,34,20,0,0,0,0,0,0,0,1,1,0,0,28449,4384,47,9.4,362,76,0,13,10,18,39,14,1,0,3,0,2,1,0,0,1,1
4195449238,1,5907,3057,13,2.6,37,16,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4885,2760,12,2.4,45,0,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0
4195379089,1,29807,5557,48,9.6,414,78,0,13,9,14,38,12,1,0,3,0,2,1,0,0,0,1,0,25235,2495,47,9.4,366,79,0,9,13,15,34,15,0,0,0,0,0,0,0,1,1,0
4190678774,0,25302,2752,46,9.2,341,96,0,9,10,9,34,6,0,0,0,0,0,0,0,1,1,0,1,26626,5051,46,9.2,361,73,0,10,9,12,26,6,1,0,1,1,0,0,0,0,0,1
4167833372,1,28892,5762,48,9.6,416,72,0,12,4,13,29,12,1,0,3,1,1,1,0,0,0,1,0,23536,1051,44,8.8,347,82,0,4,12,5,49,5,0,0,0,0,0,0,0,1,1,0
4255815210,1,31055,4445,49,9.8,399,116,0,10,4,13,32,16,1,0,3,2,1,0,0,1,1,1,0,22604,2634,45,9,369,73,0,4,10,6,33,13,0,0,1,0,0,1,0,0,0,0
4255638724,0,26927,4617,45,9,318,81,0,11,26,10,29,5,0,0,0,0,0,0,0,1,1,0,1,32347,5050,49,9.8,380,62,0,26,11,18,29,10,1,0,3,0,1,2,0,0,0,1
4255653358,0,20934,3254,42,8.4,311,55,0,4,15,5,34,5,0,0,0,0,0,0,0,0,0,1,1,32601,4181,51,10.2,433,123,0,15,4,17,70,12,1,0,3,1,1,1,0,1,1,0
4253255632,1,25297,1507,48,9.6,412,86,0,8,10,10,50,17,0,0,0,0,0,0,0,1,1,0,0,27165,2710,47,9.4,375,62,0,10,8,14,40,5,1,0,2,0,1,1,0,0,0,1
4252819076,1,30935,4005,48,9.6,362,77,0,20,12,21,39,14,0,0,0,0,0,0,0,0,0,1,0,25516,2673,44,8.8,308,60,0,12,20,14,49,11,1,0,1,0,1,0,0,0,0,0
4252677277,1,28870,2718,44,8.8,345,79,0,16,9,13,36,9,1,0,2,1,1,0,0,1,1,1,0,23762,3027,43,8.6,309,73,0,9,16,10,30,10,0,0,0,0,0,0,0,0,1,0
4249760944,1,27136,3464,47,9.4,406,78,0,11,3,18,39,15,0,0,1,0,0,1,0,1,1,0,0,23064,3124,42,8.4,358,73,0,3,11,2,39,9,1,0,1,0,1,0,0,0,0,1
4245411921,1,27281,2176,46,9.2,394,72,0,11,7,15,44,14,0,0,0,0,0,0,0,0,0,1,0,22909,3194,44,8.8,329,96,0,7,11,5,36,16,0,0,0,0,0,0,0,1,2,0
4242405302,0,23619,3144,44,8.8,382,91,0,3,18,3,58,12,0,0,0,0,0,0,0,0,0,0,1,31491,1536,51,10.2,394,91,0,18,3,16,34,17,1,0,3,0,2,1,0,1,2,1
4242362817,1,28272,2052,47,9.4,385,84,0,10,5,17,34,13,0,0,0,0,0,0,0,0,1,1,0,23926,3011,45,9,385,83,0,5,10,7,40,14,1,0,1,0,1,0,0,1,1,0
4239410104,0,23215,3715,45,9,376,100,0,5,4,5,28,7,0,0,0,0,0,0,0,1,2,0,1,23271,2201,45,9,367,65,0,4,5,3,30,2,1,0,1,0,1,0,0,0,0,1
4238760702,1,4253,1328,12,2.4,31,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3937,1787,10,2,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
4232641024,0,25167,917,45,9,371,67,0,8,12,6,36,10,1,0,1,0,1,0,0,0,0,0,1,26395,4860,45,9,331,64,0,12,8,13,154,12,0,0,1,0,0,1,0,1,1,1
4232323872,0,24077,2092,45,9,346,69,0,7,8,10,37,6,0,0,0,0,0,0,0,0,0,0,1,28679,3879,48,9.6,399,104,0,8,7,7,47,15,1,0,3,1,1,1,0,1,2,1
4229711032,0,23405,2205,43,8.6,321,75,0,5,28,5,25,3,0,0,1,0,1,0,0,0,0,0,1,35334,3369,51,10.2,387,74,0,28,5,28,21,10,1,0,5,2,1,2,0,1,2,1
4228546249,0,21839,1509,42,8.4,332,74,0,5,18,6,26,9,0,0,0,0,0,0,0,0,0,0,1,33461,5598,48,9.6,379,79,0,18,5,23,38,11,1,0,4,2,1,1,0,1,2,1
4227445278,1,25920,2775,46,9.2,326,95,0,13,13,19,37,14,0,0,0,0,0,0,0,1,2,0,0,26766,3551,46,9.2,349,62,0,13,13,13,38,12,1,0,1,0,0,1,0,0,0,1
4227429135,0,23096,2711,43,8.6,352,72,0,6,14,5,28,7,0,0,0,0,0,0,0,0,0,0,1,28873,3878,48,9.6,357,99,0,14,6,8,64,11,1,0,2,1,0,1,0,1,2,1
4227403126,0,22969,3869,45,9,390,62,0,5,4,10,38,17,0,0,0,0,0,0,0,0,0,0,1,25797,2092,46,9.2,418,100,0,4,5,7,44,18,1,0,1,0,0,1,0,1,1,1
4227294591,0,34278,4558,52,10.4,374,89,0,21,10,27,37,13,0,0,2,1,0,1,0,0,0,1,1,25389,3694,45,9,363,64,0,10,21,4,48,10,1,0,2,0,2,0,0,1,1,0
4226281296,0,15623,1298,33,6.6,191,51,0,2,14,3,22,5,0,0,0,0,0,0,0,0,0,0,1,28151,8401,42,8.4,297,75,0,14,2,15,31,9,1,1,7,5,1,1,1,1,2,1
